video_alert_body_use_mobile_data,generic_content_video_alert_use_mobile_data_body_use_mobile_data
video_alert_button_continue,generic_content_video_alert_use_mobile_data_button_continue
video_alert_title_use_mobile_data,generic_content_video_alert_use_mobile_data_title_use_mobile_data
audio_view_button_download,generic_download_status_audio_button_download
audio_view_button_downloaded,generic_download_status_audio_button_downloaded
audio_view_button_downloading,generic_download_status_audio_button_downloading
video_view_button_download,generic_download_status_video_button_download
video_view_button_downloaded,generic_download_status_video_button_downloaded
video_view_button_downloading,generic_download_status_video_button_downloading
coach_preparation_view_body_removed,generic_event_removed_alert_event_removed_body
coach_preparation_view_button_title_keep_up,generic_event_removed_alert_event_removed_button_keep
coach_preparation_view_button_title_remove,generic_event_removed_alert_event_removed_button_remove
coach_preparation_view_title_removed,generic_event_removed_alert_event_removed_title
home_view_title_review_my_data,generic_long_press_shortcut_title_review_my_data
home_view_title_tools,generic_long_press_shortcut_title_tools
home_view_title_whats_hot_article,generic_long_press_shortcut_title_wh_article
payment_reminder_alert_body_logout,generic_payment_screen_alert_log_out_body_logout
payment_view_subtitle_header,generic_payment_screen_expire_soon_section_header_subtitle_header
payment_view_title_header,generic_payment_screen_expire_soon_section_header_title_header
payment_view_subtitle_switch_account,generic_payment_screen_expired_section_footer_subtitle_switch_account
payment_view_subtitle_header_expired,generic_payment_screen_expired_section_header_subtitle_header_expired
payment_view_title_header_expired,generic_payment_screen_expired_section_header_title_header_expired
payment_reminder_view_button_logout,generic_payment_screen_section_footer_button_switch_account
payment_view_subtitle_footer,generic_payment_screen_section_footer_subtitle_footer
payment_view_subtitle_data,generic_payment_screen_section_four_subtitle_data
payment_view_title_switch_account,generic_payment_screen_section_four_title_data
payment_view_subtitle_prepared,generic_payment_screen_section_one_subtitle_prepared
payment_view_title_prepared,generic_payment_screen_section_one_title_prepared
payment_view_subtitle_grow,generic_payment_screen_section_three_subtitle_grow
payment_view_title_grow,generic_payment_screen_section_three_title_grow
payment_view_subtitle_impact,generic_payment_screen_section_two_subtitle_impact
payment_view_title_impact,generic_payment_screen_section_two_title_impact
generic_view_button_cancel,generic_view_button_cancel
generic_view_button_delete,generic_view_button_delete
generic_view_title_done,generic_view_button_done
know_view_title,know_section_header_title
know_view_subtitle_learn_strategies,know_section_strategies_subtitle
know_view_title_55_impact,know_section_strategies_title
know_view_title_foundation,know_section_strategies_title_foundation
know_strategy_view_title_performance,know_section_strategies_title_performance
know_view_subtitle_curated_content,know_section_wh_articles_subtitle
know_view_title_whats_hot,know_section_wh_articles_title
know_article_view_title_mark_as_read,know_strategy_list_strategy_section_body_button_mark_as_read
know_article_view_title_mark_as_unread,know_strategy_list_strategy_section_body_button_mark_as_unread
article_view_title_next_up,know_strategy_list_strategy_section_next_up_title
article_view_title_related_content,know_strategy_list_strategy_section_related_content_title
know_wh_article_section_read_more_title_read_more,know_wh_article_section_read_more_title
my_qot_my_data_edit_title_five_dir,my_qot_my_data_ir_add_parameters_section_five_day_ir_title_five_dir
my_qot_my_data_edit_title_five_drl,my_qot_my_data_ir_add_parameters_section_five_day_load_title_five_drl
my_qot_my_data_edit_title_five_drr,my_qot_my_data_ir_add_parameters_section_five_day_recovery_title_five_drr
my_qot_my_data_edit_title_from_healthkit,my_qot_my_data_ir_add_parameters_section_five_day_recovery_title_from_healthkit
my_qot_my_data_edit_subtitle,my_qot_my_data_ir_add_parameters_section_header_subtitle
my_qot_my_data_edit_title,my_qot_my_data_ir_add_parameters_section_header_title
my_qot_my_data_edit_title_ir,my_qot_my_data_ir_add_parameters_section_ir_title_ir
my_qot_my_data_edit_title_sleep_quality,my_qot_my_data_ir_add_parameters_section_sleep_quality_title_sleep_quality
my_qot_my_data_edit_title_sleep_quantity,my_qot_my_data_ir_add_parameters_section_sleep_quantity_title_sleep_quantity
my_qot_my_data_edit_title_ten_dl,my_qot_my_data_ir_add_parameters_section_ten_day_load_title_ten_dl
my_qot_my_data_info_subtitle_five_dir,my_qot_my_data_ir_explanation_section_five_day_ir_subtitle
my_qot_my_data_info_title_five_dir,my_qot_my_data_ir_explanation_section_five_day_ir_title
my_qot_my_data_info_subtitle_five_drl,my_qot_my_data_ir_explanation_section_five_day_load_subtitle
my_qot_my_data_info_title_five_drl,my_qot_my_data_ir_explanation_section_five_day_load_title
my_qot_my_data_info_subtitle_five_drr,my_qot_my_data_ir_explanation_section_five_day_recovery_subtitle
my_qot_my_data_info_title_five_drr,my_qot_my_data_ir_explanation_section_five_day_recovery_title
my_qot_my_data_info_subtitle_ir,my_qot_my_data_ir_explanation_section_ir_subtitle
my_qot_my_data_info_title_ir,my_qot_my_data_ir_explanation_section_ir_title
my_qot_my_data_info_subtitle_sleep_quality,my_qot_my_data_ir_explanation_section_sleep_quality_subtitle
my_qot_my_data_info_title_sleep_quality,my_qot_my_data_ir_explanation_section_sleep_quality_title
my_qot_my_data_info_subtitle_sleep_quantity,my_qot_my_data_ir_explanation_section_sleep_quantity_subtitle
my_qot_my_data_info_title_sleep_quantity,my_qot_my_data_ir_explanation_section_sleep_quantity_title
my_qot_my_data_info_subtitle_ten_dl,my_qot_my_data_ir_explanation_section_ten_day_load_subtitle
my_qot_my_data_info_title_ten_dl,my_qot_my_data_ir_explanation_section_ten_day_load_title
my_qot_my_data_view_body_heatmap,my_qot_my_data_section_heat_map_body
my_qot_my_data_view_button_ir,my_qot_my_data_section_heat_map_button_ir
my_qot_my_data_view_button_ir_5_day,my_qot_my_data_section_heat_map_button_ir_5_day
my_qot_my_data_view_title_heatmap_high,my_qot_my_data_section_heat_map_label_heatmap_high
my_qot_my_data_view_title_heatmap_low,my_qot_my_data_section_heat_map_label_heatmap_low
my_qot_my_data_view_title_heatmap,my_qot_my_data_section_heat_map_title
my_qot_my_data_view_body_ir,my_qot_my_data_section_impact_readiness_body
my_qot_my_data_view_title_ir_average,my_qot_my_data_section_impact_readiness_label_ir_average
my_qot_my_data_view_title_ir,my_qot_my_data_section_impact_readiness_title
my_qot_my_library_items_alert_body_delete,my_qot_my_library_alert_delete_body
my_qot_my_library_alert_button_continue,my_qot_my_library_alert_delete_button_continue
my_qot_my_library_items_alert_title_delete,my_qot_my_library_alert_delete_title
my_qot_my_library_all_edit_title,my_qot_my_library_all_edit_title
my_qot_my_library_all_view_subtitle,my_qot_my_library_all_null_state_body
my_qot_my_library_all_view_title,my_qot_my_library_all_section_header_title
my_qot_my_library_bookmarks_edit_title,my_qot_my_library_bookmarks_edit_title
my_qot_my_library_bookmarks_view_subtitle,my_qot_my_library_bookmarks_null_state_body
my_qot_my_library_bookmarks_view_title,my_qot_my_library_bookmarks_section_header_title
my_qot_my_library_alert_body_cancel_download,my_qot_my_library_downloads_alert_cancel_download_body
my_qot_my_library_alert_title_cancel_download,my_qot_my_library_downloads_alert_cancel_download_title
my_qot_my_library_alert_body_use_mobile_data,my_qot_my_library_downloads_alert_use_mobile_data_body
my_qot_my_library_alert_title_use_mobile_data,my_qot_my_library_downloads_alert_use_mobile_data_title
audio_view_button_waiting,my_qot_my_library_downloads_download_status_button_waiting
my_qot_my_library_downloads_edit_title,my_qot_my_library_downloads_edit_title
my_qot_my_library_downloads_view_subtitle,my_qot_my_library_downloads_null_state_body
my_qot_my_library_downloads_view_title,my_qot_my_library_downloads_section_header_title
my_qot_my_library_media_download_view_title_downloading,my_qot_my_library_downloads_section_item_label_downloading
my_qot_my_library_media_download_view_title_waiting,my_qot_my_library_downloads_section_item_label_waiting
my_qot_my_library_items_view_title_listen,my_qot_my_library_labels_title_listen
my_qot_my_library_items_view_title_read,my_qot_my_library_labels_title_read
my_qot_my_library_items_view_title_watch,my_qot_my_library_labels_title_watch
my_qot_my_library_links_edit_title,my_qot_my_library_links_edit_title
my_qot_my_library_links_view_subtitle,my_qot_my_library_links_null_state_body
my_qot_my_library_links_view_title,my_qot_my_library_links_section_header_title
my_qot_my_library_notes_alert_body_delete,my_qot_my_library_notes_alert_delete_note_body
my_qot_my_library_notes_alert_button_continue,my_qot_my_library_notes_alert_delete_note_button_continue
my_qot_my_library_notes_alert_title_delete,my_qot_my_library_notes_alert_delete_note_title
my_qot_my_library_notes_edit_title,my_qot_my_library_notes_edit_title
my_qot_my_library_notes_add_alert_body_save,my_qot_my_library_notes_note_alert_continue_without_saving_body
my_qot_my_library_notes_add_alert_button_cancel,my_qot_my_library_notes_note_alert_continue_without_saving_button_cancel
my_qot_my_library_notes_add_alert_button_continue,my_qot_my_library_notes_note_alert_continue_without_saving_button_continue
my_qot_my_library_notes_add_alert_title_save,my_qot_my_library_notes_note_alert_continue_without_saving_title
my_qot_my_library_notes_view_placeholder,my_qot_my_library_notes_note_section_body_placeholder
my_qot_my_library_notes_edit_button,my_qot_my_library_notes_note_section_footer_button_save
my_qot_my_library_notes_alert_subtitle,my_qot_my_library_notes_null_state_title
my_qot_my_library_notes_view_title_your_notes,my_qot_my_library_notes_null_state_subtitle
my_qot_my_library_notes_view_button_add,my_qot_my_library_notes_section_header_button_add
my_qot_my_library_notes_view_title,my_qot_my_library_notes_section_header_title
my_qot_my_library_notes_view_subtitle2,my_qot_my_library_notes_section_item_label_personal_notes
my_qot_my_library_view_title_all,my_qot_my_library_section_all_title
my_qot_my_library_view_title_bookmarks,my_qot_my_library_section_bookmarks_title
my_qot_my_library_view_title_downloads,my_qot_my_library_section_downloads_title
my_qot_view_title_my_library,my_qot_my_library_section_header_title
my_qot_my_library_view_title_links,my_qot_my_library_section_links_title
my_qot_my_library_view_title_notes,my_qot_my_library_section_notes_title
my_qot_my_library_view_title_group_singular,my_qot_my_library_subtitle_item_title_group_singular
my_qot_my_library_view_title_group_plural,my_qot_my_library_subtitle_items_title_group_plural
my_qot_my_library_view_title_group_last_update,my_qot_my_library_subtitle_last_updated_title_group_last_update
my_qot_my_preps_alert_body_delete,my_qot_my_plans_alert_delete_body
my_qot_my_plans_view_button_yes_continue,my_qot_my_plans_alert_delete_button_continue
my_qot_my_preps_alert_title_delete,my_qot_my_plans_alert_delete_title
navigation_bar_view_button_save_changes,my_qot_my_plans_edit_button_delete
my_qot_my_preps_event_preps_view_subtitle,my_qot_my_plans_event_preps_null_state_title
my_qot_my_preps_mindset_shifts_view_body,my_qot_my_plans_mindset_shifts_null_state_body
my_qot_my_preps_mindset_shifts_view_body,my_qot_my_plans_event_preps_null_state_body
my_qot_my_preps_mindset_shifts_view_subtitle,my_qot_my_plans_mindset_shifts_null_state_title
my_qot_my_preps_recovery_plans_view_body,my_qot_my_plans_recovery_plans_null_state_body
my_qot_my_preps_recovery_plans_view_subtitle,my_qot_my_plans_recovery_plans_null_state_title
my_qot_view_title_my_plans,my_qot_my_plans_section_header_title
my_qot_my_profile_about_tignum_view_title_qot_benefits,my_qot_my_profile_about_us_section_about_qot_title
my_qot_my_profile_about_tignum_view_title_about_tignum,my_qot_my_profile_about_us_section_about_tignum_title
my_qot_my_profile_about_tignum_view_title_copyright,my_qot_my_profile_about_us_section_copyright_title
my_qot_my_profile_account_settings_view_title_copyright,my_qot_my_profile_about_us_section_copyright_title_copyright
my_qot_my_profile_about_tignum_view_title_privacy,my_qot_my_profile_about_us_section_privacy_title
my_qot_my_profile_account_settings_view_title_privacy,my_qot_my_profile_about_us_section_privacy_title_privacy
my_qot_my_profile_about_tignum_view_title_conditions,my_qot_my_profile_about_us_section_terms_and_conditions_title
my_qot_my_profile_account_settings_view_title_terms,my_qot_my_profile_about_us_section_terms_and_conditions_title_terms
my_qot_my_profile_account_settings_alert_button_save,my_qot_my_profile_account_settings_edit_button_save
my_qot_my_profile_alert_body_continue,my_qot_my_profile_account_settings_alert_continue_without_saving_body
my_qot_my_profile_alert_button_continue,my_qot_my_profile_account_settings_alert_continue_without_saving_button_continue
my_qot_my_profile_alert_title_continue,my_qot_my_profile_account_settings_alert_continue_without_saving_title
my_qot_account_settings_alert_body_logout,my_qot_my_profile_account_settings_alert_log_out_body_logout
my_qot_account_settings_alert_button_logout,my_qot_my_profile_account_settings_alert_log_out_button_logout
my_qot_my_profile_account_settings_edit_title_company,my_qot_my_profile_account_settings_edit_label_company
my_qot_my_profile_account_settings_edit_title_email,my_qot_my_profile_account_settings_edit_label_email
my_qot_my_profile_account_settings_edit_title_name,my_qot_my_profile_account_settings_edit_label_name
my_qot_my_profile_app_settings_view_title_year_select,my_qot_my_profile_account_settings_edit_placeholder_date_picker
my_qot_my_profile_account_settings_edit_title_contact,my_qot_my_profile_account_settings_edit_title_contact
my_qot_my_profile_account_settings_view_title_year_of_birth,my_qot_my_profile_account_settings_edit_title_date_of_birth
my_qot_my_profile_account_settings_edit_title,my_qot_my_profile_account_settings_edit_title_edit_account
my_qot_my_profile_account_settings_edit_title_surname,my_qot_my_profile_account_settings_edit_title_surname
my_qot_my_profile_account_settings_view_title_first_name,my_qot_my_profile_account_settings_new_user_title_first_name
my_qot_my_profile_account_settings_view_title_last_name,my_qot_my_profile_account_settings_new_user_title_last_name
my_qot_my_profile_account_settings_view_title_dob,my_qot_my_profile_account_settings_section_body_title_birth_year
my_qot_my_profile_account_settings_view_title_company,my_qot_my_profile_account_settings_section_body_title_company
my_qot_my_profile_account_settings_view_title_email,my_qot_my_profile_account_settings_section_body_title_email
my_qot_my_profile_account_settings_view_title,my_qot_my_profile_account_settings_section_header_title
my_qot_account_settings_view_button_logout,my_qot_my_profile_account_settings_section_logout_button_logout
my_qot_my_profile_account_settings_view_title_deleting_your_account,my_qot_my_profile_account_settings_section_logout_subtitle
my_qot_my_profile_account_settings_view_title_logout,my_qot_my_profile_account_settings_section_logout_title
my_qot_my_profile_account_settings_view_title_security_confirm,my_qot_my_profile_account_settings_view_title_security_confirm
my_qot_my_profile_account_settings_view_title_security_password,my_qot_my_profile_account_settings_view_title_security_password
my_qot_my_profile_app_settings_activity_trackers_view_title,my_qot_my_profile_app_settings_data_sources_section_header_title
my_qot_sensors_menu_title_connected,my_qot_my_profile_app_settings_data_sources_section_sensors_button_connect
my_qot_sensors_menu_title_disconnected,my_qot_my_profile_app_settings_data_sources_section_sensors_button_disconnect
my_qot_sensors_menu_title_no_data,my_qot_my_profile_app_settings_data_sources_section_sensors_button_no_data
my_qot_sensors_menu_title_oura,my_qot_my_profile_app_settings_data_sources_section_sensors_button_oura
my_qot_sensors_menu_title_health_kit,my_qot_my_profile_app_settings_data_sources_section_sensors_label_health_app
my_qot_my_profile_app_settings_activity_trackers_view_title_sensor,my_qot_my_profile_app_settings_data_sources_section_sensors_title_sensor
my_qot_my_profile_app_settings_view_subtitle_siri,my_qot_my_profile_app_settings_my_qot_my_profile_app_settings_section_siri_shortcuts_subtitle
my_qot_my_profile_app_settings_view_title_siri,my_qot_my_profile_app_settings_my_qot_my_profile_app_settings_section_siri_shortcuts_title
my_qot_my_profile_app_settings_notifications_alert_body_change_notifications,my_qot_my_profile_app_settings_notifications_alert_edit_settings_body_change_notifications
my_qot_my_profile_app_settings_notifications_alert_title_change_notifications,my_qot_my_profile_app_settings_notifications_alert_edit_settings_title_change_notifications
my_qot_my_profile_app_settings_notifications_alert_title_open_settings,my_qot_my_profile_app_settings_notifications_alert_edit_settings_title_open_settings
my_qot_my_profile_app_settings_view_subtitle_activity_trackers,my_qot_my_profile_app_settings_section_custom_settings_section_data_sources_subtitle
my_qot_my_profile_app_settings_view_title_activity_trackers,my_qot_my_profile_app_settings_section_custom_settings_section_data_sources_title
my_qot_my_profile_app_settings_view_title_custom_settings,my_qot_my_profile_app_settings_section_custom_settings_title
my_qot_my_profile_app_settings_view_subtitle_notification,my_qot_my_profile_app_settings_section_general_settings_section_notifications_subtitle
my_qot_my_profile_app_settings_view_title_notification,my_qot_my_profile_app_settings_section_general_settings_section_notifications_title
my_qot_my_profile_app_settings_view_subtitle_permission,my_qot_my_profile_app_settings_section_general_settings_section_permissions_subtitle
my_qot_my_profile_app_settings_view_title_permission,my_qot_my_profile_app_settings_section_general_settings_section_permissions_title
my_qot_my_profile_app_settings_view_title_general_settings,my_qot_my_profile_app_settings_section_general_settings_title
my_qot_my_profile_app_settings_siri_shortcuts_view_body_daily_prep,my_qot_my_profile_app_settings_siri_shortcuts_section_daily_prep_subtitle
my_qot_my_profile_app_settings_siri_shortcuts_view_title_daily_prep,my_qot_my_profile_app_settings_siri_shortcuts_section_daily_prep_title
my_qot_my_profile_app_settings_siri_shortcuts_view_body_tobevision,my_qot_my_profile_app_settings_siri_shortcuts_section_tobevision_subtitle
my_qot_my_profile_app_settings_siri_shortcuts_view_title_tobevision,my_qot_my_profile_app_settings_siri_shortcuts_section_tobevision_title
my_qot_my_profile_app_settings_siri_shortcuts_view_body_whatshot,my_qot_my_profile_app_settings_siri_shortcuts_section_wh_subtitle
my_qot_my_profile_app_settings_siri_shortcuts_view_title_whatshot,my_qot_my_profile_app_settings_siri_shortcuts_section_wh_title
my_qot_calendars_view_button_save,coach_prepare_sync_calendar_edit_button_save
my_qot_calendars_view_button_skip,coach_prepare_sync_calendar_edit_button_skip_enable
my_qot_my_profile_app_settings_synced_calender_view_title_subscribed,my_qot_my_profile_app_settings_synced_calendars_section_footer_title_calendars_you_own
my_qot_my_profile_app_settings_synced_calendars_view_title_other_devices,my_qot_my_profile_app_settings_synced_calendars_section_from_other_devices_title
my_qot_my_profile_app_settings_synced_calendars_view_title_this_device,my_qot_my_profile_app_settings_synced_calendars_section_from_this_device_title
my_qot_my_profile_app_settings_synced_calendar_view_subtitle,coach_prepare_sync_calendar_section_header_body
my_qot_my_profile_app_settings_view_subtitle_sync_calendar,my_qot_my_profile_app_settings_synced_calendars_section_header_subtitle
my_qot_my_profile_app_settings_synced_calendar_view_title,coach_prepare_sync_calendar_section_header_title
my_qot_my_profile_app_settings_view_title_sync_calendar,my_qot_my_profile_app_settings_synced_calendars_section_header_title
my_qot_my_profile_about_tignum_view_title,my_qot_my_profile_section_about_us_section_header_title
my_qot_my_profile_view_title_learn_more,my_qot_my_profile_section_about_us_subtitle
my_qot_my_profile_view_title_about_us,my_qot_my_profile_section_about_us_title
my_qot_my_profile_view_title_profile_details,my_qot_my_profile_section_account_settings_subtitle
my_qot_my_profile_view_title_account_settings,my_qot_my_profile_section_account_settings_title
my_qot_my_profile_view_title_enable_notification,my_qot_my_profile_section_app_settings_subtitle
my_qot_my_profile_view_title_app_settings,my_qot_my_profile_section_app_settings_title
my_qot_my_profile_view_title_member_since,my_qot_my_profile_section_header_label_member_since
my_qot_my_profile_view_title_my_profile,my_qot_my_profile_section_header_title
my_qot_my_profile_view_title_walkthrough,my_qot_my_profile_section_support_subtitle
my_qot_my_profile_view_title_support,my_qot_my_profile_section_support_title
my_qot_my_profile_support_article_alert_body_email_try_again,my_qot_my_profile_support_alert_email_try_again_body
my_qot_my_profile_support_faq_view_title,my_qot_my_profile_support_faq_section_header_title
my_qot_my_profile_support_view_title_support_contact_email_link,my_qot_my_profile_support_section_contact_support_email
my_qot_my_profile_support_view_subtitle_tutorial,my_qot_my_profile_support_section_contact_support_subtitle
my_qot_my_profile_support_view_title_support_contact_email,my_qot_my_profile_support_faq_section_contact_support_title
my_qot_my_profile_support_view_title_contact_support,my_qot_my_profile_support_section_contact_support_title
my_qot_my_profile_support_view_title_contact_support_novartis,my_qot_my_profile_support_section_contact_support_title_novartis
my_qot_my_profile_support_view_subtitle_faq,my_qot_my_profile_support_section_faq_subtitle
my_qot_my_profile_support_view_title_faq,my_qot_my_profile_support_section_faq_title
my_qot_my_profile_support_view_subtitle_support,my_qot_my_profile_support_section_feature_request_subtitle
my_qot_my_profile_support_view_title_support,my_qot_my_profile_support_section_feature_request_title
my_qot_my_profile_support_view_subtitle_feature,my_qot_my_profile_support_section_using_qot_subtitle
my_qot_my_profile_support_view_title_using_qot,my_qot_my_profile_support_section_using_qot_title
my_qot_my_profile_support_using_qot_view_title,my_qot_my_profile_support_using_qot_section_header_title
my_qot_my_sprints_alert_button_continue,my_qot_my_sprints_alert_button_continue
my_qot_my_sprints_alert_body_remove,my_qot_my_sprints_alert_delete_body
